model,repeat,case_id,policy_id,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,valid,command_correct,action_family_correct,executable_correct,latency_ms,error
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-b,D3-P2,D3,es_rioplatense,Rioplatense voseo,"Si los dos escudos están en el mismo estado, dispará; si no, avanzá.",M,B,B,True,False,False,False,12913.379,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,True,True,True,True,395.224,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,True,True,True,True,242.31,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,True,True,True,True,235.793,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,329.172,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,232.768,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",B,B,B,True,True,True,True,199.411,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",C90.0,C90,C90.0,True,True,True,True,362.437,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",C90.0,C90,C90.0,True,True,True,True,293.365,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",C90.0,C90,C90.0,True,True,True,True,276.917,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,en,English,"If your health is greater than or equal to the opponent's health, fire; otherwise raise the shield.",B,B,B,True,True,True,True,316.058,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,es_standard,Tuteo Spanish,"Si tienes tanta o más salud que el rival, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,204.431,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,es_rioplatense,Rioplatense voseo,"Si tenés tanta o más salud que el rival, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,226.088,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",M0.1,C90,C90.0,True,False,False,False,370.643,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",M0.1,C90,C90.0,True,False,False,False,272.466,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",M0.1,C90,C90.0,True,False,False,False,281.789,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_rioplatense,Rioplatense voseo,"Si tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario; si no, girá 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,358.535,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_standard,Tuteo Spanish,"Si tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario; si no, gira 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,258.403,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,en,English,"If your x coordinate is less than or equal to the opponent's x coordinate, turn clockwise 90 degrees; otherwise turn counterclockwise 90 degrees.",A90.0,C90,C90.0,True,False,False,False,276.879,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",S0,S0,S0,True,True,True,True,358.507,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",S0,B,B,True,False,False,False,191.814,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",S0,B,B,True,False,False,False,181.395,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,es_standard,Tuteo Spanish,"Si tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario; si no, gira 90 grados en sentido antihorario.",C90.0,C90,C90.0,True,True,True,True,415.739,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,es_rioplatense,Rioplatense voseo,"Si tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario; si no, girá 90 grados en sentido antihorario.",C90.0,C90,C90.0,True,True,True,True,295.287,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,en,English,"If your x coordinate is less than or equal to the opponent's x coordinate, turn clockwise 90 degrees; otherwise turn counterclockwise 90 degrees.",C90.0,C90,C90.0,True,True,True,True,309.946,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,True,False,False,False,378.368,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",B,S1,S1,True,False,False,False,281.332,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",B,S1,S1,True,False,False,False,282.967,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",C90.0,C90,C90.0,True,True,True,True,425.85,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",C90.0,C90,C90.0,True,True,True,True,335.26,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",C90.0,C90,C90.0,True,True,True,True,329.526,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más, avanzá; si no, levantá el escudo.",S1,S1,S1,True,True,True,True,393.293,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,en,English,"If your health is 15 or higher, move forward; otherwise raise the shield.",S1,S1,S1,True,True,True,True,228.228,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más, avanza; si no, levanta el escudo.",S1,S1,S1,True,True,True,True,249.317,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,True,False,False,False,382.176,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",B,S1,S1,True,False,False,False,285.592,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",B,S1,S1,True,False,False,False,250.145,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_standard,Tuteo Spanish,"Si tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario; si no, gira 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,412.253,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,en,English,"If your x coordinate is less than or equal to the opponent's x coordinate, turn clockwise 90 degrees; otherwise turn counterclockwise 90 degrees.",A90.0,C90,C90.0,True,False,False,False,289.93,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_rioplatense,Rioplatense voseo,"Si tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario; si no, girá 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,300.386,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",B,B,B,True,True,True,True,334.008,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",B,B,B,True,True,True,True,186.733,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",B,B,B,True,True,True,True,185.899,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,en,English,"If both shields are in the same state, fire; otherwise move forward.",B,B,B,True,True,True,True,335.476,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_rioplatense,Rioplatense voseo,"Si los dos escudos están en el mismo estado, dispará; si no, avanzá.",B,B,B,True,True,True,True,206.024,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_standard,Tuteo Spanish,"Si los dos escudos están en el mismo estado, dispara; si no, avanza.",B,B,B,True,True,True,True,157.226,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más, avanzá; si no, levantá el escudo.",M,M,M,True,True,True,True,347.794,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más, avanza; si no, levanta el escudo.",M,M,M,True,True,True,True,224.333,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,en,English,"If your health is 15 or higher, move forward; otherwise raise the shield.",M,M,M,True,True,True,True,206.555,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",S1,B,B,True,False,False,False,371.387,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",S1,B,B,True,False,False,False,228.784,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",S1,B,B,True,False,False,False,258.189,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,en,English,"If your health is 15 or higher, move forward; otherwise raise the shield.",S1,S1,S1,True,True,True,True,384.133,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más, avanzá; si no, levantá el escudo.",S1,S1,S1,True,True,True,True,270.093,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más, avanza; si no, levanta el escudo.",S1,S1,S1,True,True,True,True,248.266,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_rioplatense,Rioplatense voseo,"Si tenés tanta o más salud que el rival, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,375.671,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,en,English,"If your health is greater than or equal to the opponent's health, fire; otherwise raise the shield.",B,B,B,True,True,True,True,226.97,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_standard,Tuteo Spanish,"Si tienes tanta o más salud que el rival, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,244.302,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_standard,Tuteo Spanish,"Si los dos escudos están en el mismo estado, dispara; si no, avanza.",B,B,B,True,True,True,True,370.682,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_rioplatense,Rioplatense voseo,"Si los dos escudos están en el mismo estado, dispará; si no, avanzá.",B,B,B,True,True,True,True,167.285,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,en,English,"If both shields are in the same state, fire; otherwise move forward.",B,B,B,True,True,True,True,199.734,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",S0,B,B,True,False,False,False,382.715,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",S0,B,B,True,False,False,False,186.855,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",S0,S0,S0,True,True,True,True,231.699,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,True,True,True,True,388.155,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,True,True,True,True,267.393,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,True,True,True,True,259.844,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",B,B,B,True,True,True,True,356.675,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",B,B,B,True,True,True,True,190.757,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",B,B,B,True,True,True,True,200.928,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",B,B,B,True,True,True,True,362.002,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,273.703,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,251.289,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,363.453,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,260.715,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",B,B,B,True,True,True,True,234.588,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",M0.1,C90,C90.0,True,False,False,False,417.411,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",M0.1,C90,C90.0,True,False,False,False,406.53,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",M0.1,C90,C90.0,True,False,False,False,317.533,
