model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-move-005,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Avanzá un paso corto de 0.05 hacia adelante.,M0.05,M0.05,M0.05,move,0.05,True,True,True,True,True,M0.05,strict,True,correct,640.607,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-own-shield-down,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,568.831,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-own-shield-down,state_conditioned,clause_level_voseo,en,English,"If your shield is raised, lower it; otherwise fire.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,505.619,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-own-shield-down,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,578.952,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-hold-shield,state_conditioned,naturalistic,en,English,Your shield is down and your health is 8. Raise the shield.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,862.327,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-hold-shield,state_conditioned,naturalistic,es_standard,standardised Spanish,Tienes el escudo bajo y 8 puntos de salud. Levanta el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,572.177,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-hold-shield,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Tenés el escudo bajo y 8 puntos de salud. Levantá el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,573.114,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-open-shield,state_conditioned,naturalistic,es_standard,standardised Spanish,"El rival está casi derrotado, pero tienes el escudo levantado. Baja el escudo en este turno.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,920.869,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-open-shield,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,"El rival está casi derrotado, pero tenés el escudo levantado. Bajá el escudo en este turno.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,599.152,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-open-shield,state_conditioned,naturalistic,en,English,"The opponent is nearly defeated, but your shield is up. Lower your shield this turn.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,549.66,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-shield-down,state_conditioned,naturalistic,en,English,Your shield is already down. Fire now.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,795.895,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-shield-down,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Ya tenés el escudo bajo. Dispará ahora.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,461.805,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-shield-down,state_conditioned,naturalistic,es_standard,standardised Spanish,Ya tienes el escudo bajo. Dispara ahora.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,455.333,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-own-shield-up,state_conditioned,clause_level_voseo,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,814.768,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-own-shield-up,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,551.389,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-own-shield-up,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,563.301,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,en,English,"If the opponent has its shield raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,771.503,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene el escudo levantado, avanzá; si no, dispará.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,541.205,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene el escudo levantado, avanza; si no, dispara.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,456.513,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-x-right,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que 0.7, girá 90 grados en sentido antihorario; si no, avanzá 0.1.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,900.587,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-x-right,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tu coordenada x es mayor que 0.7, gira 90 grados en sentido antihorario; si no, avanza 0.1.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,681.264,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-x-right,state_conditioned,clause_level_voseo,en,English,"If your x coordinate is above 0.7, turn counterclockwise 90 degrees; otherwise move forward 0.1.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,697.483,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-fire,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Dispará.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,817.857,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-fire,direct,minimal_morphology,es_standard,standardised Spanish,Dispara.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,403.872,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-fire,direct,minimal_morphology,en,English,Fire.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,297.825,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-opponent-low-health,state_conditioned,naturalistic,es_standard,standardised Spanish,Al rival solo le quedan 5 puntos de salud y tienes el escudo bajo. Dispara.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,722.315,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-opponent-low-health,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Al rival le quedan solo 5 puntos de salud y tenés el escudo bajo. Dispará.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,536.816,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-opponent-low-health,state_conditioned,naturalistic,en,English,The opponent has only 5 health left and your shield is down. Fire.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,475.106,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-move-015,parameterised,naturalistic,en,English,Advance exactly 0.15.,M0.15,M0.15,M0.15,move,0.15,True,True,True,True,True,M0.15,strict,True,correct,862.683,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-move-015,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Avanzá exactamente 0.15.,M0.15,M0.15,M0.15,move,0.15,True,True,True,True,True,M0.15,strict,True,correct,606.677,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-move-015,parameterised,naturalistic,es_standard,standardised Spanish,Avanza exactamente 0.15.,M0.15,M0.15,M0.15,move,0.15,True,True,True,True,True,M0.15,strict,True,correct,569.59,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-020,parameterised,minimal_morphology,en,English,Move forward 0.2.,M0.2,M0.2,M0.2,move,0.2,True,True,True,True,True,M0.2,strict,True,correct,511.421,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-020,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá 0.2 hacia adelante.,M0.2,M0.2,M0.2,move,0.2,True,True,True,True,True,M0.2,strict,True,correct,555.978,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-020,parameterised,minimal_morphology,es_standard,standardised Spanish,Avanza 0.2 hacia adelante.,M0.2,M0.2,M0.2,move,0.2,True,True,True,True,True,M0.2,strict,True,correct,535.633,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-ccw-060,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Hacé un giro de exactamente 60 grados en sentido antihorario.,A60.0,A60,A60.0,rotate_ccw,60.0,True,True,True,True,True,A60.0,strict,True,correct,594.25,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-ccw-060,parameterised,naturalistic,en,English,Make a counterclockwise turn of exactly 60 degrees.,A60.0,A60,A60.0,rotate_ccw,60.0,True,True,True,True,True,A60.0,strict,True,correct,541.379,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-ccw-060,parameterised,naturalistic,es_standard,standardised Spanish,Haz un giro de exactamente 60 grados en sentido antihorario.,A60.0,A60,A60.0,rotate_ccw,60.0,True,True,True,True,True,A60.0,strict,True,correct,586.323,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-low-health,state_conditioned,clause_level_voseo,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,862.913,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-low-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,603.723,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-low-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,642.535,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-default,direct,minimal_morphology,es_standard,standardised Spanish,Avanza.,M,M,M,move,,True,True,,True,True,M,strict,True,correct,775.462,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-default,direct,minimal_morphology,en,English,Move forward.,M,M,M,move,,True,True,,True,True,M,strict,True,correct,356.597,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-default,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá.,M,M,M,move,,True,True,,True,True,M,strict,True,correct,362.796,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-low-health,state_conditioned,naturalistic,es_standard,standardised Spanish,Solo te quedan 5 puntos de salud. Levanta el escudo para protegerte.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,797.942,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-low-health,state_conditioned,naturalistic,en,English,You only have 5 health left. Raise the shield to protect yourself.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,496.207,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-low-health,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Te quedan solo 5 puntos de salud. Levantá el escudo para protegerte.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,551.213,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-cw-030,parameterised,minimal_morphology,en,English,Turn clockwise 30 degrees.,C30.0,C30,C30.0,rotate_cw,30.0,True,True,True,True,True,C30.0,strict,True,correct,784.572,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-cw-030,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 30 grados en sentido horario.,C30.0,C30,C30.0,rotate_cw,30.0,True,True,True,True,True,C30.0,strict,True,correct,500.576,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-cw-030,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 30 grados en sentido horario.,C30.0,C30,C30.0,rotate_cw,30.0,True,True,True,True,True,C30.0,strict,True,correct,512.909,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-low-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene menos de 10 puntos de salud, dispará; si no, levantá el escudo.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,712.143,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-low-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene menos de 10 puntos de salud, dispara; si no, levanta el escudo.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,436.937,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-low-health,state_conditioned,clause_level_voseo,en,English,"If the opponent has less than 10 health, fire; otherwise raise the shield.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,496.705,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-010,parameterised,minimal_morphology,es_standard,standardised Spanish,Avanza 0.1 hacia adelante.,M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,759.952,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-010,parameterised,minimal_morphology,en,English,Move forward 0.1.,M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,501.465,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-move-010,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá 0.1 hacia adelante.,M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,513.126,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-ccw-180,parameterised,minimal_morphology,en,English,Turn counterclockwise 180 degrees.,A180.0,A180,A180.0,rotate_ccw,180.0,True,True,True,True,True,A180.0,strict,True,correct,533.571,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-ccw-180,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 180 grados en sentido antihorario.,A180.0,A180,A180.0,rotate_ccw,180.0,True,True,True,True,True,A180.0,strict,True,correct,552.161,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-ccw-180,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 180 grados en sentido antihorario.,A180.0,A180,A180.0,rotate_ccw,180.0,True,True,True,True,True,A180.0,strict,True,correct,641.014,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-shield-up,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Tenés el escudo levantado. Bajalo ahora para poder disparar en un turno posterior.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,810.968,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-shield-up,state_conditioned,naturalistic,en,English,Your shield is up. Lower it now so you can fire on a later turn.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,531.632,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,natural-shield-up,state_conditioned,naturalistic,es_standard,standardised Spanish,Tienes el escudo levantado. Bájalo ahora para poder disparar en un turno posterior.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,599.659,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-shield-down,direct,minimal_morphology,es_standard,standardised Spanish,Baja el escudo.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,410.728,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-shield-down,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Bajá el escudo.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,453.976,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-shield-down,direct,minimal_morphology,en,English,Lower the shield.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,374.323,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-shield-up,direct,minimal_morphology,es_standard,standardised Spanish,Levanta el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,716.874,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-shield-up,direct,minimal_morphology,en,English,Raise the shield.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,362.191,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,direct-shield-up,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Levantá el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,393.955,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-x-left,state_conditioned,clause_level_voseo,en,English,"If your x coordinate is above 0.7, turn counterclockwise 90 degrees; otherwise move forward 0.1.",M0.1,A90,A90.0,rotate_ccw,90.0,True,False,False,False,False,A90.0,strict,False,action_error,783.479,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-x-left,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tu coordenada x es mayor que 0.7, gira 90 grados en sentido antihorario; si no, avanza 0.1.",M0.1,A90,A90.0,rotate_ccw,90.0,True,False,False,False,False,A90.0,strict,False,action_error,665.037,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-x-left,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que 0.7, girá 90 grados en sentido antihorario; si no, avanzá 0.1.",M0.1,A90,A90.0,rotate_ccw,90.0,True,False,False,False,False,A90.0,strict,False,action_error,612.894,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-high-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene menos de 10 puntos de salud, dispará; si no, levantá el escudo.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,763.777,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-high-health,state_conditioned,clause_level_voseo,en,English,"If the opponent has less than 10 health, fire; otherwise raise the shield.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,528.531,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-high-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene menos de 10 puntos de salud, dispara; si no, levanta el escudo.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,577.506,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,en,English,"If the opponent has its shield raised, move forward; otherwise fire.",B,M,M,move,,True,False,,False,False,M,strict,False,action_error,754.644,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene el escudo levantado, avanza; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,584.4,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene el escudo levantado, avanzá; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,443.816,
qwen3:4b-instruct-2507-q4_K_M,0,natural-opponent-low-health,state_conditioned,naturalistic,en,English,The opponent has only 5 health left and your shield is down. Fire.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,6953.362,
qwen3:4b-instruct-2507-q4_K_M,0,natural-opponent-low-health,state_conditioned,naturalistic,es_standard,standardised Spanish,Al rival solo le quedan 5 puntos de salud y tienes el escudo bajo. Dispara.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,306.148,
qwen3:4b-instruct-2507-q4_K_M,0,natural-opponent-low-health,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Al rival le quedan solo 5 puntos de salud y tenés el escudo bajo. Dispará.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,387.808,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene el escudo levantado, avanzá; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,447.544,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,en,English,"If the opponent has its shield raised, move forward; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,359.984,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene el escudo levantado, avanza; si no, dispara.",B,S1 = set shield on,ERR,invalid,,False,False,,False,False,,,False,invalid_unrecoverable,371.832,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-high-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene menos de 10 puntos de salud, dispará; si no, levantá el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,467.613,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-high-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene menos de 10 puntos de salud, dispara; si no, levanta el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,333.426,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-high-health,state_conditioned,clause_level_voseo,en,English,"If the opponent has less than 10 health, fire; otherwise raise the shield.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,447.402,
qwen3:4b-instruct-2507-q4_K_M,0,natural-hold-shield,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Tenés el escudo bajo y 8 puntos de salud. Levantá el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,501.398,
qwen3:4b-instruct-2507-q4_K_M,0,natural-hold-shield,state_conditioned,naturalistic,es_standard,standardised Spanish,Tienes el escudo bajo y 8 puntos de salud. Levanta el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,327.013,
qwen3:4b-instruct-2507-q4_K_M,0,natural-hold-shield,state_conditioned,naturalistic,en,English,Your shield is down and your health is 8. Raise the shield.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,299.906,
qwen3:4b-instruct-2507-q4_K_M,0,state-own-shield-down,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,521.841,
qwen3:4b-instruct-2507-q4_K_M,0,state-own-shield-down,state_conditioned,clause_level_voseo,en,English,"If your shield is raised, lower it; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,348.835,
qwen3:4b-instruct-2507-q4_K_M,0,state-own-shield-down,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,338.122,
qwen3:4b-instruct-2507-q4_K_M,0,natural-ccw-060,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Hacé un giro de exactamente 60 grados en sentido antihorario.,A60.0,A60,A60.0,rotate_ccw,60.0,True,True,True,True,True,A60.0,strict,True,correct,351.561,
qwen3:4b-instruct-2507-q4_K_M,0,natural-ccw-060,parameterised,naturalistic,en,English,Make a counterclockwise turn of exactly 60 degrees.,A60.0,A60,A60.0,rotate_ccw,60.0,True,True,True,True,True,A60.0,strict,True,correct,362.027,
qwen3:4b-instruct-2507-q4_K_M,0,natural-ccw-060,parameterised,naturalistic,es_standard,standardised Spanish,Haz un giro de exactamente 60 grados en sentido antihorario.,A60.0,A60,A60.0,rotate_ccw,60.0,True,True,True,True,True,A60.0,strict,True,correct,357.524,
qwen3:4b-instruct-2507-q4_K_M,0,direct-cw-030,parameterised,minimal_morphology,en,English,Turn clockwise 30 degrees.,C30.0,A30,A30.0,rotate_ccw,30.0,True,False,True,False,False,A30.0,strict,False,action_error,348.08,
qwen3:4b-instruct-2507-q4_K_M,0,direct-cw-030,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 30 grados en sentido horario.,C30.0,C30,C30.0,rotate_cw,30.0,True,True,True,True,True,C30.0,strict,True,correct,360.027,
qwen3:4b-instruct-2507-q4_K_M,0,direct-cw-030,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 30 grados en sentido horario.,C30.0,C30,C30.0,rotate_cw,30.0,True,True,True,True,True,C30.0,strict,True,correct,399.726,
qwen3:4b-instruct-2507-q4_K_M,0,natural-open-shield,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,"El rival está casi derrotado, pero tenés el escudo levantado. Bajá el escudo en este turno.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,446.488,
qwen3:4b-instruct-2507-q4_K_M,0,natural-open-shield,state_conditioned,naturalistic,en,English,"The opponent is nearly defeated, but your shield is up. Lower your shield this turn.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,350.249,
qwen3:4b-instruct-2507-q4_K_M,0,natural-open-shield,state_conditioned,naturalistic,es_standard,standardised Spanish,"El rival está casi derrotado, pero tienes el escudo levantado. Baja el escudo en este turno.",S0,S1,S1,shield_set,1.0,True,True,False,False,False,S1,strict,False,action_error,332.344,
qwen3:4b-instruct-2507-q4_K_M,0,direct-ccw-180,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 180 grados en sentido antihorario.,A180.0,A180,A180.0,rotate_ccw,180.0,True,True,True,True,True,A180.0,strict,True,correct,508.682,
qwen3:4b-instruct-2507-q4_K_M,0,direct-ccw-180,parameterised,minimal_morphology,en,English,Turn counterclockwise 180 degrees.,A180.0,A180,A180.0,rotate_ccw,180.0,True,True,True,True,True,A180.0,strict,True,correct,404.959,
qwen3:4b-instruct-2507-q4_K_M,0,direct-ccw-180,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 180 grados en sentido antihorario.,A180.0,A180,A180.0,rotate_ccw,180.0,True,True,True,True,True,A180.0,strict,True,correct,365.313,
qwen3:4b-instruct-2507-q4_K_M,0,natural-move-015,parameterised,naturalistic,en,English,Advance exactly 0.15.,M0.15,M15,M15.0,move,15.0,True,True,False,False,False,M15.0,strict,False,action_error,406.967,
qwen3:4b-instruct-2507-q4_K_M,0,natural-move-015,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Avanzá exactamente 0.15.,M0.15,M15,M15.0,move,15.0,True,True,False,False,False,M15.0,strict,False,action_error,361.799,
qwen3:4b-instruct-2507-q4_K_M,0,natural-move-015,parameterised,naturalistic,es_standard,standardised Spanish,Avanza exactamente 0.15.,M0.15,M15,M15.0,move,15.0,True,True,False,False,False,M15.0,strict,False,action_error,340.944,
