model,repeat,case_id,policy_id,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,valid,command_correct,action_family_correct,executable_correct,latency_ms,error
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-b,D3-P2,D3,es_rioplatense,Rioplatense voseo,"Si los dos escudos están en el mismo estado, dispará; si no, avanzá.",M,B,B,True,False,False,False,12926.368,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,True,True,True,True,328.139,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,True,True,True,True,232.64,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,True,True,True,True,233.988,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,331.814,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,216.499,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",B,B,B,True,True,True,True,197.205,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",C90.0,C90,C90.0,True,True,True,True,360.393,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",C90.0,C90,C90.0,True,True,True,True,266.392,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",C90.0,C90,C90.0,True,True,True,True,266.667,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,en,English,"If your health is greater than or equal to the opponent's health, fire; otherwise raise the shield.",B,B,B,True,True,True,True,311.115,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,es_standard,Tuteo Spanish,"Si tienes tanta o más salud que el rival, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,206.973,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,es_rioplatense,Rioplatense voseo,"Si tenés tanta o más salud que el rival, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,211.995,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",M0.1,C90,C90.0,True,False,False,False,360.967,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",M0.1,C90,C90.0,True,False,False,False,286.961,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",M0.1,C90,C90.0,True,False,False,False,283.445,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_rioplatense,Rioplatense voseo,"Si tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario; si no, girá 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,348.375,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_standard,Tuteo Spanish,"Si tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario; si no, gira 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,268.62,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,en,English,"If your x coordinate is less than or equal to the opponent's x coordinate, turn clockwise 90 degrees; otherwise turn counterclockwise 90 degrees.",A90.0,C90,C90.0,True,False,False,False,276.629,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",S0,S0,S0,True,True,True,True,323.814,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",S0,B,B,True,False,False,False,174.653,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",S0,B,B,True,False,False,False,168.246,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,es_standard,Tuteo Spanish,"Si tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario; si no, gira 90 grados en sentido antihorario.",C90.0,C90,C90.0,True,True,True,True,410.429,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,es_rioplatense,Rioplatense voseo,"Si tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario; si no, girá 90 grados en sentido antihorario.",C90.0,C90,C90.0,True,True,True,True,256.784,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,en,English,"If your x coordinate is less than or equal to the opponent's x coordinate, turn clockwise 90 degrees; otherwise turn counterclockwise 90 degrees.",C90.0,C90,C90.0,True,True,True,True,267.212,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,True,False,False,False,309.254,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",B,S1,S1,True,False,False,False,234.813,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",B,S1,S1,True,False,False,False,231.453,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",C90.0,C90,C90.0,True,True,True,True,348.264,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",C90.0,C90,C90.0,True,True,True,True,284.666,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",C90.0,C90,C90.0,True,True,True,True,268.025,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más, avanzá; si no, levantá el escudo.",S1,S1,S1,True,True,True,True,332.872,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,en,English,"If your health is 15 or higher, move forward; otherwise raise the shield.",S1,S1,S1,True,True,True,True,199.389,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más, avanza; si no, levanta el escudo.",S1,S1,S1,True,True,True,True,255.702,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,True,False,False,False,334.19,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",B,S1,S1,True,False,False,False,255.277,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",B,S1,S1,True,False,False,False,241.337,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_standard,Tuteo Spanish,"Si tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario; si no, gira 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,372.867,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,en,English,"If your x coordinate is less than or equal to the opponent's x coordinate, turn clockwise 90 degrees; otherwise turn counterclockwise 90 degrees.",A90.0,C90,C90.0,True,False,False,False,261.053,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_rioplatense,Rioplatense voseo,"Si tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario; si no, girá 90 grados en sentido antihorario.",A90.0,C90,C90.0,True,False,False,False,278.109,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",B,B,B,True,True,True,True,308.262,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",B,B,B,True,True,True,True,157.087,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",B,B,B,True,True,True,True,172.098,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,en,English,"If both shields are in the same state, fire; otherwise move forward.",B,B,B,True,True,True,True,302.461,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_rioplatense,Rioplatense voseo,"Si los dos escudos están en el mismo estado, dispará; si no, avanzá.",B,B,B,True,True,True,True,191.077,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_standard,Tuteo Spanish,"Si los dos escudos están en el mismo estado, dispara; si no, avanza.",B,B,B,True,True,True,True,147.014,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más, avanzá; si no, levantá el escudo.",M,M,M,True,True,True,True,321.993,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más, avanza; si no, levanta el escudo.",M,M,M,True,True,True,True,199.681,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,en,English,"If your health is 15 or higher, move forward; otherwise raise the shield.",M,M,M,True,True,True,True,189.203,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",S1,B,B,True,False,False,False,352.683,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",S1,B,B,True,False,False,False,363.387,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",S1,B,B,True,False,False,False,217.975,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,en,English,"If your health is 15 or higher, move forward; otherwise raise the shield.",S1,S1,S1,True,True,True,True,316.624,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más, avanzá; si no, levantá el escudo.",S1,S1,S1,True,True,True,True,234.091,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más, avanza; si no, levanta el escudo.",S1,S1,S1,True,True,True,True,214.319,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_rioplatense,Rioplatense voseo,"Si tenés tanta o más salud que el rival, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,332.484,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,en,English,"If your health is greater than or equal to the opponent's health, fire; otherwise raise the shield.",B,B,B,True,True,True,True,192.987,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_standard,Tuteo Spanish,"Si tienes tanta o más salud que el rival, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,206.818,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_standard,Tuteo Spanish,"Si los dos escudos están en el mismo estado, dispara; si no, avanza.",B,B,B,True,True,True,True,309.353,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_rioplatense,Rioplatense voseo,"Si los dos escudos están en el mismo estado, dispará; si no, avanzá.",B,B,B,True,True,True,True,148.806,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,en,English,"If both shields are in the same state, fire; otherwise move forward.",B,B,B,True,True,True,True,171.372,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",S0,B,B,True,False,False,False,309.561,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",S0,B,B,True,False,False,False,167.817,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",S0,S0,S0,True,True,True,True,210.3,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,en,English,"If your health is not at least 10 points higher than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,True,True,True,True,341.748,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_standard,Tuteo Spanish,"Si no tienes al menos 10 puntos de salud más que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,True,True,True,True,247.936,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_rioplatense,Rioplatense voseo,"Si no tenés al menos 10 puntos de salud más que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,True,True,True,True,236.244,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_rioplatense,Rioplatense voseo,"Si tenés el escudo bajo, dispará; si no, bajalo.",B,B,B,True,True,True,True,317.263,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,en,English,"If your shield is down, fire; otherwise lower the shield.",B,B,B,True,True,True,True,196.843,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_standard,Tuteo Spanish,"Si tienes el escudo bajo, dispara; si no, bájalo.",B,B,B,True,True,True,True,180.947,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",B,B,B,True,True,True,True,314.21,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,227.892,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,240.045,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_rioplatense,Rioplatense voseo,"Si tenés 15 puntos de salud o más o el escudo está levantado, dispará; si no, levantá el escudo.",B,B,B,True,True,True,True,327.038,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_standard,Tuteo Spanish,"Si tienes 15 puntos de salud o más o el escudo está levantado, dispara; si no, levanta el escudo.",B,B,B,True,True,True,True,222.872,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,en,English,"If your health is 15 or higher or your shield is raised, fire; otherwise raise the shield.",B,B,B,True,True,True,True,226.479,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is below 0.4, turn clockwise 90 degrees; otherwise move forward 0.1.",M0.1,C90,C90.0,True,False,False,False,432.578,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_standard,Tuteo Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, gira 90 grados en sentido horario; si no, avanza 0.1.",M0.1,C90,C90.0,True,False,False,False,292.838,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_rioplatense,Rioplatense voseo,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es menor que 0.4, girá 90 grados en sentido horario; si no, avanzá 0.1.",M0.1,C90,C90.0,True,False,False,False,292.863,
